C1_mean,C1_sd,C1_min,C1_max,C2_mean,C2_sd,C2_min,C2_max,Delta_mean,Delta_sd,Delta_min,Delta_max
38.0241,22.1876,5.075,77.025,51.0453,22.5487,2.9015,76.3655,-13.0212,17.8713,-34.9774,14.0114
